"PL_PAL_ShortDescription","PL_PAL_Identification","PL_ADD_Address1","PL_ADD_Address2","PL_ADD_Zip","PL_ADD_City","PL_ADD_Latitude","PL_ADD_Longitude"
"Leopalace Hashiba","PCJ00287","Leopalace Hashiba","Tokyo-to, Nishitokyo-shi, Shibakubocho 3-1-42","188-0014","Nishitokyo","35.729890","139.529834"
"Leopalace Nogata 16","PCJ00189","Leopalace Nogata 16","Tokyo-to, Nakano-ku, Numabukuro 3-34-2","165-0025","Tokyo","35.719476","139.658656"
"Bureau de Poste Malakoff","PCG00361","Bureau de Poste Malakoff Centre					","32 RUE GABRIEL CRIE","92240","MALAKOFF","48.821997","2.301449"
"Summit store Minano Bubaigawara","PCJ00511","Summit store Minano Bubaigawara","Tokyo-to, Fuchu-shi, Katamachi 3-22-26","183-0021","Fuchu","35.667030","139.469530"
"Leopalace Ogikubo 6","PCJ00183","Leopalace Ogikubo 6","Tokyo-to, Suginami-ku, Minamiogikubo 3-1-10","167-0052","Tokyo","35.700610","139.612836"
"Leonext L'espoir","PCJ00297","Leonext L'espoir","Tokyo-to, Koganei-shi, Higashicho 4-5-3","184-0011","Koganei","35.694500","139.526460"
"Leopalace Minami","PCJ00286","Leopalace Minami","Tokyo- to, Nishi-Tokyo-shi, Minamicho 6-5-51","188-0012","Nishi-Tokyo","35.725430","139.532690"
"Leopalace Sanwa","PCJ00340","Leopalace Sanwa","Kanagawa-ken, Kawasaki-shi, Tama-ku, Noborito 612","214-0014","Kawasaki","35.626100","139.556550"
"Leopalace Latusa","PCJ00296","Leopalace Latusa","Tokyo-to, Koganei-shi, Higashicho 5-28-9","184-0011","Koganei","35.692950","139.522600"
"JR East Akabane station","PCJ00092","JR East Akabane station","Tokyo-to, Kita-ku, Akabane 1-1","115-0045","Tokyo","35.777650","139.720910"
"Auchan Dardilly","PCF00059","AUCHAN DARDILLY					","Centre Commercial Porte de Lyon, RN6 - BP23									","69571","DARDILLY 			","45.818807","4.766814"
"JR Osaki station","PCJ00113","JR Osaki station","Tokyo-to, Shinagawa-ku, Osaki 1-21","141-0032","Tokyo","35.620021","139.727895"
"NPC Minami Osawa Station Front parking (Inside)","PCJ00385","NPC Minami Osawa Station Front parking (Inside)","Tokyo-to, Hachioji-shi, Minamiosawa 4-2-1","192-0364","Hachioji","35.612951","139.376773"
"Saishunkan Shiyakusho","PCJ00508","Saishunkan Shiyakusho","Kumamoto-ken, Kamimashiki-gun, Mashiki-machi 1363-1","861-2201","Kamimashiki","32.815741","130.832232"
"Miami University","USA00020","Miami Mail & Package Center","packagecenter@miamioh.edu","45056","Oxford","39.506847","-84.737458"
"Auchan Hirson","PCF00076","Auchan Hirson		","Avenue de Verdun","02500","Hirson","49.912801","4.090723"
"Gare de Coulommiers ","PCG00359","Gare de Coulommiers					","13 Place du 8 Mai 1945									","77120","Coulommiers			","48.807716","3.082484"
"Leopalace Shoen","PCJ00275","Leopalace Shoen","Tokyo-to, Setagaya-ku, Miyasaka 3-37-13","156-0051","Tokyo","35.656264","139.634488"
"Higashimurayama Akitsueki Dai-1 Churinjo","PCJ00178","Higashimurayama Akitsueki Dai-1 Churinjo","Tokyo-to, Higashimurayama-shi, Akitsucho 5-8-69","189-0001","Higashimurayama","35.777070","139.496303"
"Higashimurayama Shinakitsueki Dai-1 churinjo","PCJ00177","Higashimurayama Shinakitsueki Dai-1 churinjo","Tokyo-to, Higashimurayama-shi, Akitsucho 5-6-2","189-0001","Higashimurayama","35.778584","139.495047"
"BELC Forte Soga","PCJ00533","BELC Forte Soga","Chiba-ken, Chiba-shi, Chuo-ku, Minami-cho 2-4-1","260-0842","Chiba","35.583779","140.134220"
"Yamato Akiruno Ninomiya center","PCJ00574-173003","Yamato Akiruno Ninomiya center","Tokyo-to, Nishitama-gun, Hinodemachi, Hirai 33-2","190-0182","Nishitama","35.735243","139.279796"
"BELC Todanakacho","PCJ00390","BELC Todanakacho","Saitama-ken, Toda-shi, Nakacho 1-28-24","335-0012","Toda","35.812301","139.689631"
"Chiba Monorail Mitsuwadai station","PCJ00378","Chiba Monorail Mitsuwadai station","Chiba-ken, Chiba-shi, Wakaba-ku, Mitsuwadai 3-28","264-0032","Chiba","35.638647","140.134877"
"Yamato Akiruno Ninomiya center","PCJ00574","Yamato Akiruno Ninomiya center","Tokyo-to, Nishitama-gun, Hinodemachi, Hirai 33-2","190-0182","Nishitama","35.735243","139.279796"
"Yamato Hino Hirayama center","PCJ00582","Yamato Hino Hirayama center","Tokyo-to, Hino-shi, Asahigaoka 6-11-24","191-0065","Hino","35.660013","139.362898"
"Shin Keisei Motoyama station","PCJ00367","Shin Keisei Motoyama station","Chiba-ken, Matsudo-shi, Gokominami 1-5-1","270-2212","Matsudo","35.790150","139.975915"
"Yamato Inagi Oshitate center","PCJ00573","Yamato Inagi Oshitate center","Tokyo-to, Inagi-shi, Higashinaganuma 1708-3","206-0802","Inagi","35.639184","139.505870"
"BELC Kawaguchimaekawa","PCJ00388","BELC Kawaguchimaekawa","Saitama-ken, Kawaguchi-shi, Motomaekawa 2-22-33","333-0841","Kawaguchi","35.842475","139.707095"
"Leopalace CARARU Kamiikedai","PCJ00190","Leopalace CARARU Kamiikedai","Tokyo-to, Ota-ku, Kamiikedai 1-24-10","145-0064","Tokyo","35.600820","139.695690"
"Zama Takkyu center","PCJ00343","Zama Takkyu center","Kanagawa-ken, Zama-shi, Midorigaoka 3-27-7","252-0021","Zama","35.494108","139.410566"
"Chiba Monorail Sakusabe station","PCJ00379-172504","Chiba Monorail Sakusabe station","Chiba-ken, Chiba-shi, Inage-ku, Sakusabe 2-1-19","263-0015","Chiba","35.625500","140.115237"
"Seibu Nerima station","PCJ00194","Seibu Nerima station","Tokyo-to, Nerima-ku, Nerima 1-3-5","176-0001","Tokyo","35.737903","139.653749"
"Seibu Toshimaen station","PCJ00199","Seibu Toshimaen station","Tokyo-to, Nerima-ku, Nerima 4-16-5","176-0001","Tokyo","35.742626","139.648086"
"Yamato Mitakamure center","PCJ00578","Yamato Mitakamure center","Tokyo-to, Mitaka-shi, Shinkawa 3-13-43","181-0004","Mitaka","35.681340","139.572881"
"Gare d'Orleans les Aubrais","PCG00360","Gare d'Orleans les Aubrais","50 rue Lamartine","45400","Fleury les Aubrais","47.926483","1.906847"
"Mihama kuyakusho","PCJ00342","Mihama-ku Yakusho","Chiba-ken, Chiba-shi, Mihama-ku, Masago 5-15-1","261-0011","Chiba","35.640446","140.062969"
"Leopalace Shonanjinzaikaihatsu center","PCJ00510","Leopalace Shonanjinzaikaihatsu center","Kanagawa-ken, Fujisawa-shi, Kuganumatachibana 1-2","251-0024","Fujisawa","35.335840","139.485900"
"Midori-ku Yakusho","PCJ00302","Midori-ku Yakusho","Chiba-ken, Chiba-shi, Oyumino 3-15-3","266-0031","Chiba","35.560377","140.176054"
"BELC Kawaguchisashima","PCJ00389","BELC Kawaguchisashima","Saitama-ken, Kawaguchi-shi, Sashima 3-38-1","333-0816","Kawaguchi","35.870906","139.726423"
"Chiba Monorail Tsuga station","PCJ00380","Chiba Monorail Tsuga station","Chiba-ken, Chiba-shi, Wakaba-ku, Tsuga 3-31-1","264-0025","Chiba","35.636144","140.149219"
"Yamato Akishima Haijima center","PCJ00572","Yamato Akishima Haijima center","Tokyo-to, Akishima-shi, Midoricho 1-9-6","196-0004","Akishima","35.709411","139.353502"
"Yamato Katsushika Shibamata center","PCJ00393","Yamato Katsushika Shibamata center","Tokyo-to, Katsushika-ku, Niijuku 3-3-7","125-0051","Tokyo","35.758282","139.862331"
"Auchan Saint Sébatien ","PCF00079","AUCHAN SAINT SEBASTIEN					","2 Rue Pierre Mendès France ","44230","Saint-Sébastien-sur-Loire","47.190622","1.493247"
"Big-A Yachiyo Yurinokidai","PCJ00474","Big-A Yachiyo Yurinokidai","Chiba-ken, Yachiyo-shi, Yurinokidai 2-4","276-0042","Yachiyo","35.725459","140.105403"
"Big-A Heiwadai","PCJ00475","Big-A Heiwadai","Chiba-ken, Nagareyama-shi, Nishihirai 2-4","270-0156","Nagareyama","35.850786","139.902927"
"Seibu Inariyamakoen station","PCJ00420","Seibu Inariyamakoen station","Saitama-ken, Sayama-shi, Inariyama 1-1","350-1324","Sayama","35.845062","139.398365"
"Auchan Bordeaux Le LAC","PCF00081-170404","AUCHAN BORDEAUX LE LAC","Avenue des 40 Journaux","33000","Bordeaux","44.880331","0.565906"
"Auchan Bordeaux Le LAC","PCF00081-170404","AUCHAN BORDEAUX LE LAC","Avenue des 40 Journaux","33000","Bordeaux","44.880331","0.565906"
"Auchan Mont Saint Martin - Longwy","PCF00078","AUCHAN MONT SAINT MARTIN - LONGWY","1 boulevard de l'Europe","54350","MONT SAINT MARTIN","49.544346","5.796702"
"Auchan Bordeaux Le LAC","PCF00081","AUCHAN BORDEAUX LE LAC","Avenue des 40 Journaux","33000","Bordeaux","44.880331","0.565906"
"Yamato Tachikawa Nishiki center","PCJ00583","Yamato Tachikawa Nishiki center","Tokyo-to, Tachikawa-shi, Nishiki-cho 5-18-4","190-0022","Tachikawa","35.687666","139.415206"
"BELC Forte Gyotoku","PCJ00412","BELC Forte Gyotoku","Chiba-ken, Ichikawa-shi, Kato Shinden 202-17","272-0124","Ichikawa","35.679207","139.931499"
"BELC Edogawarinkai","PCJ00392","BELC Edogawarinkai","Tokyo-to, Edogawa-ku, Rinkaicho 2-3-3","134-0086","Tokyo","35.652945","139.862905"
"Yamato Tama Sakuragaoka center","PCJ00581","Yamato Tama Sakuragaoka center","Tokyo-to, Hino-shi, Ochikawa 2003-7","191-0034","Hino","35.655389","139.437913"
"Takasu Community center","PCJ00312","Takasu Community center","Chiba-ken, Chiba-shi, Mihama-ku, Takasu 3-12-1","261-0004","Chiba","35.626973","140.070727"
"Bureau de Poste Paris Buzenval ","PCG00365","Bureau de Poste Paris Buzenval","56 bis rue de Buzenval","75020","Paris","48.852093","2.401337"
"Gare de Angers","PCG00353","Gare d'Angers","1 Esplanade de la Gare","49100","Angers","47.464652","-0.556907"
"Yamato Machida Oyamagaoka center","PCJ00580","Yamato Machida Oyamagaoka center","Tokyo-to, Machida-shi, Oyamamachi 842-1","194-0212","Machida","35.591581","139.382841"
"Yamato Tama Hijirigaoka center","PCJ00579","Yamato Tama Hijirigaoka center","Tokyo-to, Tama-shi, Minamino 1-2-2","206-0032","Tama","35.610641","139.439452"
"Kobe subway Seishin-Minami station","PCJ00419","Kobe subway Seishin-Minami station","Hyogo-ken, Kobe-shi, Nishi-ku, Higashimachi Ibukidai 1-1","651-2242","Kobe","34.699390","135.030326"
"Nankai Railway Izumiotsu station","PCJ00557","Nankai Railway Izumiotsu station","Osaka-fu, Izumiotsu-shi, Asahicho 19-1","595-0025","Izumiotsu","34.503362","135.406627"
"Ashiyahama Kousou Takahama","PCJ00515","Ashiyahama Kousou Takahama","Hyogo-ken, Ashiya-shi, Takahamacho 5-1","659-0033","Ashiya","34.721020","135.317168"
"BELC Adachi Shinden","PCJ00387","BELC Adachi Shinden","Tokyo-to, Adachi-ku, Shinden 3-34-3","123-0865","Tokyo","35.770040","139.746543"
"Coin Laundry wash+ 4th store","PCJ00477","Coin Laundry wash+ 4th store","Tokyo-to, Edogawa-ku, Nakakasai 4-8-15","134-0083","Tokyo","35.668386","139.866526"
"Kobe subway Seishin-Chuo station","PCJ00418","Kobe subway Seishin-Chuo station","Hyogo-ken, Kobe-shi, Nishi-ku, Kojidai 5-9","651-2273","Kobe","34.719576","135.017227"
"Nankai Railway Mikunigaoka station","PCJ00417","Nankai Railway Mikunigaoka station","Osaka-fu, Sakai-shi, Sakai-ku, Koryo Nakamachi 2-7-1","590-0024","Sakai","34.565507","135.492749"
"Nankai Railway Kongo station","PCJ00416","Nankai Railway Kongo station","Osaka-fu, Osakasayama-shi, Kongo 1-1-1","589-0006","Osakasayama","34.495098","135.559663"
"Yamato Kunitachinaka center","PCJ00577","Yamato Kunitachinaka center","Tokyo-to, Kunitachi-shi, Yaho 7038-1","186-0011","Kunitachi","35.683642","139.435966"
"Gare de Saverne","PCG00364","Gare de Saverne","1 Place de la Gare","67700","SAVERNE","48.744588","7.361815"
"Big-A Hanamigawa ","PCJ00478","Big-A Hanamigawa ","Chiba-ken, Chiba-shi, Hanamigawa-ku, Kashiwai 1-5-1","262-0048","Chiba","35.693104","140.095384"
"JR East Musashikosugi station","PCJ00250","JR East Musashikosugi station","Kanagawa-ken, Kawasaki-shi, Nakahara-ku, Kosugimachi 3","211-0063","Kawasaki","35.576617","139.659494"
"BELC Machida Nozuta","PCJ00425","BELC Machida Nozuta","Tokyo-to, Machida-shi, Nozutamachi 230","195-0063","Machida","35.585524","139.436619"
"BELC Forte Morinagabashi","PCJ00427","BELC Forte Morinagabashi","Kanagawa-ken, Yokohama-shi, Tsurumi-ku, Motomiya 2-1-63","230-0004","Yokohama","35.522102","139.678803"
"BELC Ikeda","PCJ00428","BELC Ikeda","Saitama-ken, Niiza-shi, Ikeda 4-5-12","352-0015","Niiza","35.769419","139.572388"
"Yamato Hachioji Motohachi center","PCJ00570-171004","Yamato Hachioji Motohachi center","Tokyo-to, Hachioji-shi, Motohachiojimachi 2-1038-1","193-0826","Hachioji","35.661136","139.283429"
"BELC Yachiyo Midorigaoka","PCJ00410","BELC Yachiyo Midorigaoka","Chiba-ken, Yachiyo-shi, Owada shinden 992-1","276-0046","Yachiyo","35.723343","140.073502"
"Yamato Hachioji Motohachi center","PCJ00570","Yamato Hachioji Motohachi center","Tokyo-to, Hachioji-shi, Motohachiojimachi 2-1038-1","193-0826","Hachioji","35.661136","139.283429"
"Yamato Mizuho Takane center","PCJ00607","Yamato Mizuho Takane center","Tokyo-to, Nishitama-gun, Mizuho-machi, Takane260-3","190-1203","Nishitama","35.782892","139.356581"
"SEJ Denki tsushin Univ.","PCJ00636","SEJ Denki tsushin Univ.","Tokyo-to, Chofu-shi, Kojimacho 1-1-1","182-0026","Tokyo","35.656483","139.539877"
"SEJ Koto Ogibashi","PCJ00637","SEJ Koto Ogibashi","Tokyo-to, Koto-cku, Ogibashi 1-12-19","135-0011","Tokyo","35.683084","139.812919"
"C.C Auchan Englos","PCF00018","C.C Auchan Englos","352 Route Nationale","59320","HAUBOURDIN","50.631186","2.967504"
"Yamato Minami Kugahara center","PCJ00736","Yamato Minami Kugahara center","Tokyo-to, Ota-ku, Chidori 3-14-9","146-0083","Tokyo","35.572217","139.689691"
"Yamato Ota San'no center","PCJ00680","Yamato Ota San'no center","Tokyo-to, Ota-ku, Nishimagome 1-6-7","143-0026","Tokyo","35.591767","139.708094"
"Yamato Tachikawa Ichibancho center","PCJ00599","Yamato Tachikawa Ichibancho center","Tokyo-to, Tachikawa-shi, Ichibancho 6-27-19","190-0033","Tachikawa","35.736805","139.370084"
"Yamato Fuchu Yotsuya center","PCJ00597","Yamato Fuchu Yotsuya center","Tokyo-to, Fuchu-shi, Yotsuya 6-27-5","183-0035","Fuchu","35.671280","139.435530"
"Yamato Musashimurayama Nakato center","PCJ00603","Yamato Musashimurayama Nakato center","Tokyo-to, Musashimurayama-shi, Shinmei 1-94","208-0002","Musashimurayama","35.749667","139.397694"
"Yamato Hino Hinodai center","PCJ00598","Yamato Hino Hinodai center","Tokyo-to, Hino-shi, Tamadaira 6-8-9","191-0062","Hino","35.671955","139.379759"
"Yamato Machida Narusedai center","PCJ00610-171605","Yamato Machida Narusedai center","Tokyo-to, Machida-shi, Nishinaruse 1-57-1","194-0046","Machida","35.543388","139.469134"
"SEJ Togoshi 5","PCJ00535","SEJ Togoshi 5","Tokyo-to, Shinagawa-ku, Togoshi, 5Chome 20-12","142-0041","Tokyo","35.608374","139.719163"
"SEJ Musashi Koyama Palm","PCJ00536","SEJ Musashi Koyama Palm","Tokyo-to, Shinagawa-ku, Ebara, 4Chome 4-1","142-0063","Tokyo","35.616177","139.708396"
"SEJ Jiyugaoka 1 East","PCJ00540","SEJ Jiyugaoka 1 East","Tokyo-to, Meguro-ku, Jiyugaoka, 1Chome 4-6","152-0035","Tokyo","35.608263","139.670858"
"SEJ Oyama dai","PCJ00554","SEJ Oyama dai","Tokyo-to, Setagaya-ku, Oyamadai 2-32-16","158-0086","Tokyo","35.603242","139.652769"
"SEJ Todoroki 7","PCJ00547","SEJ Todoroki 7","Tokyo-to, Setagaya-ku, Todoroki 7-5-21","158-0082","Tokyo","35.612779","139.654753"
"SEJ Shimouma Kita","PCJ00544","SEJ Shimouma Kita","Tokyo-to, Setagaya-ku, Shimouma 1-12-2","154-0002","Tokyo","35.640415","139.684495"
"SEJ Soshigaya 5","PCJ00548","SEJ Soshigaya 5","Tokyo-to, Setagaya-ku, Soshigaya 5-29-12","157-0072","Tokyo","35.653820","139.608479"
"SEJ Okura 1","PCJ00556","SEJ Okura 1","Tokyo-to, Setagaya-ku, Okura 1-16-13","157-0074","Tokyo","35.635040","139.616167"
"SEJ Komadome dori","PCJ00551","SEJ Komadome dori","Tokyo-to, Setagaya-ku, Setagaya 1-41-5","154-0017","Tokyo","35.640311","139.644331"
"SEJ Sakura shinmachi 1","PCJ00555","SEJ Sakura shinmachi 1","Tokyo-to, Setagaya-ku, Sakurashinmachi, 1Chome 18-14","154-0015","Tokyo","35.631093","139.642505"
"JR Yugawara station","PCJ00330","JR Yugawara station","Kanagawa-ken, Ashigarashimo-gun, Yugawara, Miyashita 670","259-0304","Ashigarashimo","35.146177","139.102077"
"Yamato Musashimurayama Inadaira center","PCJ00600","Yamato Musashimurayama Inadaira center","Tokyo-to, Musashimurayama-shi, Inadaira 6-38-2","208-0023","Musashimurayama","35.742858","139.371664"
"Yamato Hachioji Higashinakano center","PCJ00614","Yamato Hachioji Higashinakano center","Tokyo-to, Hachioji-shi, Higashinakano 2001-20","193-0351","Hachioji","35.630179","139.408053"
"Yamato Hachioji Kunugida center","PCJ00617","Yamato Hachioji Kunugida center","Tokyo-to, Hachioji-shi, Kunugidamachi 365","193-0942","Hachioji","35.634105","139.314043"
"Yamato Machida Nakamachi center","PCJ00604","Yamato Machida Nakamachi center","Tokyo-to, Machida-shi, Nakamachi 2-19-15","194-0021","Machida","35.553032","139.444957"
"Shin Keisei Kunugiyama station","PCJ00366","Shin Keisei Kunugiyama station","Chiba-ken, Kamagaya-shi, Kunugiyama 5-1-6","273-0128","Kamagaya","35.782130","139.975507"
"Yamato Hachioji Minamiosawa center","PCJ00615","Yamato Hachioji Minamiosawa center","Tokyo-to, Hachioji-shi, Matsugi 27-6","192-0362","Hachioji","35.620467","139.388360"
"Yamato Hino Manganji center","PCJ00618","Yamato Hino Manganji center","Tokyo-to, Hino-shi, Hino 996-2","191-0012","Hino","35.676428","139.409040"
"JR Kashiwa station","PCJ00381","JR Kashiwa station","Chiba-ken, Kashiwa-shi, Kashiwa 1-1","277-0005","Kashiwa","35.862356","139.971285"
"JR East Mejiro station","PCJ00112","JR East Mejiro station","Tokyo-to, Toshima-ku, Mejiro 3-3","171-0031","Tokyo","35.721301","139.706541"
"JR Ito station","PCJ00332","JR Ito station","Shizuoka-ken, Ito-shi, Yukawa 3-12","414-0002","Ito","34.974670","139.092200"
"AVIVA","PCG00366","AVIVA","80 Avenue de l'Europe","92270","Bois-Colombes","48.906887","2.258244"
"Yamato Machida Kiso center","PCJ00605","Yamato Machida Kiso center","Tokyo-to, Machida-shi, Tadao 1-29-2","194-0035","Machida","35.576599","139.419612"
"Yamato Machida Kanai center","PCJ00596-171605","Yamato Machida Kanai center","Tokyo-to, Machida-shi, Kanai 8-24-24","195-0072","Machida","35.579481","139.469552"
"Yamato Hachioji Ishikawa center","PCJ00612","Yamato Hachioji Ishikawa center","Tokyo-to, Hachioji-shi, Ishikawamachi 113-2","192-0032","Hachioji","35.680304","139.359258"
"Keikyu Store Isogo Okamura","PCJ00415","Keikyu Store Isogo Okamura","Kanagawa-ken, Yokohama-shi, Isogo-ku, Okamura 5-14-14","235-0021","Yokohama","35.414197","139.608395"
"Keikyu Store Isogo Maruyama","PCJ00414","Keikyu Store Isogo Maruyama","Kanagawa-ken, Yokohama-shi, Isogo-ku, Maruyama 1-15-20","235-0011","Yokohama","35.424988","139.621585"
"Yamato Tachikawa Sakaechou center","PCJ00611","Yamato Tachikawa Sakaechou center","Tokyo-t, Tachikawa-shi, Takamatsucho 1-24-25","190-0011","Tachikawa","35.710438","139.420706"
"Keikyu Store Kitakurihama","PCJ00125","Keikyu Store Kitakurihama","Kanagawa-ken, Yokosuka-shi, Negishicho 3-15-6","239-0807","Yokosuka","35.251620","139.684012"
"Kaikatsu CLUB Sagamiono Ekimae","PCJ00512","Kaikatsu CLUB Sagamiono Ekimae","Kanagawa-ken, Sagamihara-shi, Minami-ku, Sagamiono 3-12-10","252-0303","Sagamihara","35.527595","139.431941"
"Yamato Oume Fujihashi center","PCJ00601","Yamato Oume Fujihashi center","Tokyo-to, Oume-shi, Fujihashi 3-1-4","198-0022","Oume","35.794854","139.307047"
"SEJ Amanuma 3","PCJ00634","SEJ Amanuma 3","Tokyo-to, Suginami-ku, Amanuma 3-6-8","167-0032","Tokyo","35.706773","139.618678"
"SEJ Minamimachi 2","PCJ00635","SEJ Minamimachi 2","Tokyo-to, Musashino-shi, Kichijoji, Minamicho 2-13-8","180-0003","Tokyo","35.701131","139.583080"
"SEJ Ichigaya Yanagi machi","PCJ00638","SEJ Ichigaya Yanagi machi","Tokyo-to, Shinjuku-ku, Ichigayayanagicho 1-1","162-0061","Tokyo","35.699626","139.726988"
"SEJ Shimotakaido 5","PCJ00639","SEJ Shimotakaido 5","Tokyo-to, Suginami-ku, Shimotakaido 5-2-18","168-0073","Tokyo","35.671135","139.625520"
"SEJ Akishimaeki South","PCJ00640","SEJ Akishimaeki South","Tokyo-to, Akishima-shi, Showacho 2-5-12","196-0015","Tokyo","35.713055","139.360061"
"SEJ Senzoku eki mae","PCJ00541","SEJ Senzoku eki mae","Tokyo-to, Meguro-ku, Senzoku, 2Chome 19-5","152-0012","Tokyo","35.610555","139.694161"
"Tabata Sky Hights","PCJ00384","Tabata Sky Hights","Tokyo-to, Arakawa-ku, Nishiogu 4-12-11","116-0011","Tokyo","35.746109","139.760783"
"JR Kitatoda","PCJ00022","JR Kitatoda","Saitama-ken, Toda-shi, Nizo","335-0021","Toda","35.827575","139.660267"
"BELC Yashio Tsurugasone","PCJ00871","BELC Yashio Tsurugasone","Saitama-ken, Yashio-shi, Tsurugasone 894-1","340-0802","Yashio","35.832800","139.832316"
"Bureau de Poste Grenoble Chevant","PCG00368","Centre financier La Poste Grenoble Chavant","7 Boulevard Marechal Lyautey","38000","Grenoble","45.185715","5.730566"
"Big-A Miyoshi Chikumazawa","PCJ00594","Big-A Miyoshi Chikumazawa","Saitama-ken, Iruma-gun, Miyoshi Chikumazawa 343-1","354-0043","Iruma","35.829592","139.541109"
